,DATE,Precip,Max_temp,Min_temp,Target_max
0,1970-01-01,0.0,56.0,25.0,45.0
1,1970-01-02,0.19,45.0,32.0,51.0
2,1970-01-03,0.0,51.0,29.0,53.0
3,1970-01-04,0.07,53.0,26.0,50.0
4,1970-01-05,0.78,50.0,40.0,40.0
5,1970-01-06,0.0,40.0,26.0,44.0
6,1970-01-07,0.0,44.0,19.0,48.0
7,1970-01-08,0.0,48.0,20.0,40.0
8,1970-01-09,0.03,40.0,32.0,57.0
9,1970-01-10,0.45,57.0,38.0,70.0
10,1970-01-11,0.0,70.0,46.0,53.0
11,1970-01-12,0.0,53.0,39.0,42.0
12,1970-01-13,0.0,42.0,37.0,52.0
13,1970-01-14,0.0,52.0,36.0,61.0
14,1970-01-15,0.0,61.0,31.0,53.0
15,1970-01-16,0.23,53.0,46.0,62.0
16,1970-01-17,0.0,62.0,43.0,49.0
17,1970-01-18,0.03,49.0,30.0,42.0
18,1970-01-19,0.0,42.0,28.0,60.0
19,1970-01-20,0.0,60.0,27.0,41.0
20,1970-01-21,0.08,41.0,35.0,45.0
21,1970-01-22,0.0,45.0,35.0,51.0
22,1970-01-23,0.0,51.0,43.0,71.0
23,1970-01-24,0.0,71.0,48.0,75.0
24,1970-01-25,0.0,75.0,60.0,76.0
25,1970-01-26,0.0,76.0,62.0,77.0
26,1970-01-27,0.0,77.0,57.0,80.0
27,1970-01-28,0.0,80.0,67.0,72.0
28,1970-01-29,0.02,72.0,45.0,58.0
29,1970-01-30,0.0,58.0,32.0,54.0
30,1970-01-31,0.05,54.0,31.0,64.0
31,1970-02-01,1.08,64.0,50.0,56.0
32,1970-02-02,0.0,56.0,34.0,50.0
33,1970-02-03,0.0,50.0,27.0,64.0
34,1970-02-04,0.0,64.0,30.0,65.0
35,1970-02-05,0.0,65.0,52.0,61.0
36,1970-02-06,0.59,61.0,53.0,66.0
37,1970-02-07,0.0,66.0,52.0,70.0
38,1970-02-08,0.06,70.0,53.0,61.0
39,1970-02-09,0.0,61.0,34.0,62.0
40,1970-02-10,0.0,62.0,29.0,71.0
41,1970-02-11,0.0,71.0,40.0,66.0
42,1970-02-12,0.0,66.0,44.0,75.0
43,1970-02-13,0.0,75.0,39.0,77.0
44,1970-02-14,0.0,77.0,59.0,67.0
45,1970-02-15,0.2,67.0,42.0,54.0
46,1970-02-16,0.0,54.0,35.0,68.0
47,1970-02-17,0.0,68.0,31.0,78.0
48,1970-02-18,0.0,78.0,45.0,62.0
49,1970-02-19,0.0,62.0,48.0,63.0
50,1970-02-20,0.0,63.0,44.0,63.0
51,1970-02-21,0.0,63.0,39.0,62.0
52,1970-02-22,0.0,62.0,41.0,62.0
53,1970-02-23,0.07,62.0,51.0,63.0
54,1970-02-24,0.46,63.0,53.0,65.0
55,1970-02-25,0.0,65.0,44.0,64.0
56,1970-02-26,0.0,64.0,34.0,65.0
57,1970-02-27,0.05,65.0,38.0,69.0
58,1970-02-28,0.01,69.0,59.0,70.0
59,1970-03-01,0.0,70.0,61.0,74.0
60,1970-03-02,0.01,74.0,64.0,71.0
61,1970-03-03,0.44,71.0,56.0,68.0
62,1970-03-04,0.0,68.0,56.0,78.0
63,1970-03-05,0.0,78.0,47.0,67.0
64,1970-03-06,1.0,67.0,55.0,61.0
65,1970-03-07,0.91,61.0,49.0,68.0
66,1970-03-08,0.01,68.0,46.0,73.0
67,1970-03-09,0.0,73.0,41.0,74.0
68,1970-03-10,0.21,74.0,50.0,60.0
69,1970-03-11,0.39,60.0,45.0,45.0
70,1970-03-12,0.0,45.0,40.0,58.0
71,1970-03-13,0.0,58.0,34.0,68.0
72,1970-03-14,0.0,68.0,32.0,72.0
73,1970-03-15,0.0,72.0,40.0,68.0
74,1970-03-16,0.36,68.0,57.0,64.0
75,1970-03-17,0.82,64.0,44.0,66.0
76,1970-03-18,0.01,66.0,39.0,71.0
77,1970-03-19,0.2,71.0,52.0,53.0
78,1970-03-20,0.0,53.0,46.0,50.0
79,1970-03-21,0.58,50.0,38.0,63.0
80,1970-03-22,0.0,63.0,32.0,72.0
81,1970-03-23,0.0,72.0,41.0,76.0
82,1970-03-24,0.0,76.0,47.0,76.0
83,1970-03-25,0.0,76.0,54.0,66.0
84,1970-03-26,0.0,66.0,39.0,67.0
85,1970-03-27,0.0,67.0,41.0,73.0
86,1970-03-28,0.13,73.0,47.0,68.0
87,1970-03-29,0.0,68.0,40.0,72.0
88,1970-03-30,0.0,72.0,48.0,76.0
89,1970-03-31,0.01,76.0,58.0,75.0
90,1970-04-01,0.01,75.0,53.0,67.0
91,1970-04-02,0.0,67.0,40.0,70.0
92,1970-04-03,0.0,70.0,35.0,77.0
93,1970-04-04,0.0,77.0,47.0,66.0
94,1970-04-05,0.0,66.0,43.0,78.0
95,1970-04-06,0.0,78.0,37.0,80.0
96,1970-04-07,0.0,80.0,42.0,77.0
97,1970-04-08,0.0,77.0,49.0,71.0
98,1970-04-09,1.66,71.0,62.0,66.0
99,1970-04-10,0.07,66.0,62.0,77.0
100,1970-04-11,0.0,77.0,60.0,82.0
101,1970-04-12,0.0,82.0,58.0,81.0
102,1970-04-13,0.01,81.0,60.0,78.0
103,1970-04-14,0.0,78.0,53.0,76.0
104,1970-04-15,0.0,76.0,62.0,83.0
105,1970-04-16,0.01,83.0,71.0,82.0
106,1970-04-17,0.01,82.0,71.0,78.0
107,1970-04-18,0.0,78.0,72.0,77.0
108,1970-04-19,0.26,77.0,53.0,85.0
109,1970-04-20,0.0,85.0,54.0,81.0
110,1970-04-21,0.0,81.0,59.0,84.0
111,1970-04-22,0.0,84.0,71.0,81.0
112,1970-04-23,0.0,81.0,73.0,84.0
113,1970-04-24,0.0,84.0,73.0,81.0
114,1970-04-25,0.0,81.0,72.0,85.0
115,1970-04-26,0.0,85.0,73.0,86.0
116,1970-04-27,0.0,86.0,74.0,88.0
117,1970-04-28,0.0,88.0,75.0,86.0
118,1970-04-29,0.0,86.0,75.0,84.0
119,1970-04-30,0.18,84.0,63.0,64.0
120,1970-05-01,4.11,64.0,54.0,69.0
121,1970-05-02,0.0,69.0,54.0,76.0
122,1970-05-03,0.0,76.0,52.0,79.0
123,1970-05-04,0.0,79.0,46.0,82.0
124,1970-05-05,0.0,82.0,49.0,82.0
125,1970-05-06,0.0,82.0,50.0,81.0
126,1970-05-07,0.0,81.0,53.0,81.0
127,1970-05-08,0.0,81.0,60.0,83.0
128,1970-05-09,0.0,83.0,71.0,84.0
129,1970-05-10,0.02,84.0,74.0,85.0
130,1970-05-11,0.0,85.0,74.0,86.0
131,1970-05-12,0.0,86.0,72.0,83.0
132,1970-05-13,0.0,83.0,70.0,84.0
133,1970-05-14,0.0,84.0,67.0,75.0
134,1970-05-15,4.64,75.0,65.0,75.0
135,1970-05-16,0.05,75.0,58.0,79.0
136,1970-05-17,0.0,79.0,52.0,84.0
137,1970-05-18,0.0,84.0,60.0,87.0
138,1970-05-19,0.02,87.0,65.0,85.0
139,1970-05-20,0.0,85.0,64.0,81.0
140,1970-05-21,0.42,81.0,67.0,82.0
141,1970-05-22,0.04,82.0,71.0,80.0
142,1970-05-23,1.07,80.0,68.0,84.0
143,1970-05-24,0.1,84.0,66.0,86.0
144,1970-05-25,0.0,86.0,63.0,86.0
145,1970-05-26,1.35,86.0,66.0,85.0
146,1970-05-27,0.0,85.0,69.0,83.0
147,1970-05-28,0.0,83.0,68.0,86.0
148,1970-05-29,0.0,86.0,68.0,82.0
149,1970-05-30,2.25,82.0,67.0,78.0
150,1970-05-31,0.32,78.0,67.0,80.0
151,1970-06-01,0.0,80.0,66.0,80.0
152,1970-06-02,0.0,80.0,61.0,82.0
153,1970-06-03,0.0,82.0,52.0,79.0
154,1970-06-04,0.0,79.0,59.0,83.0
155,1970-06-05,0.0,83.0,56.0,87.0
156,1970-06-06,0.0,87.0,57.0,89.0
157,1970-06-07,0.0,89.0,58.0,87.0
158,1970-06-08,0.0,87.0,65.0,84.0
159,1970-06-09,0.0,84.0,64.0,88.0
160,1970-06-10,0.0,88.0,65.0,85.0
161,1970-06-11,0.0,85.0,74.0,91.0
162,1970-06-12,0.0,91.0,79.0,89.0
163,1970-06-13,0.0,89.0,79.0,91.0
164,1970-06-14,0.0,91.0,72.0,93.0
165,1970-06-15,0.0,93.0,72.0,92.0
166,1970-06-16,0.0,92.0,69.0,91.0
167,1970-06-17,0.0,91.0,69.0,93.0
168,1970-06-18,0.0,93.0,68.0,92.0
169,1970-06-19,0.0,92.0,68.0,91.0
170,1970-06-20,0.16,91.0,68.0,92.0
171,1970-06-21,0.0,92.0,69.0,93.0
172,1970-06-22,0.0,93.0,70.0,92.0
173,1970-06-23,0.06,92.0,70.0,84.0
174,1970-06-24,0.04,84.0,71.0,92.0
175,1970-06-25,0.0,92.0,69.0,93.0
176,1970-06-26,0.0,93.0,75.0,93.0
177,1970-06-27,0.0,93.0,74.0,94.0
178,1970-06-28,0.0,94.0,73.0,93.0
179,1970-06-29,0.0,93.0,72.0,94.0
180,1970-06-30,0.0,94.0,69.0,93.0
181,1970-07-01,0.0,93.0,73.0,94.0
182,1970-07-02,0.0,94.0,71.0,97.0
183,1970-07-03,0.0,97.0,69.0,100.0
184,1970-07-04,0.33,100.0,73.0,93.0
185,1970-07-05,0.0,93.0,69.0,94.0
186,1970-07-06,0.0,94.0,63.0,95.0
187,1970-07-07,0.35,95.0,75.0,95.0
188,1970-07-08,0.05,95.0,73.0,96.0
189,1970-07-09,0.0,96.0,74.0,93.0
190,1970-07-10,0.0,93.0,77.0,94.0
191,1970-07-11,0.0,94.0,73.0,90.0
192,1970-07-12,0.6,90.0,74.0,86.0
193,1970-07-13,0.07,86.0,73.0,89.0
194,1970-07-14,0.35,89.0,72.0,87.0
195,1970-07-15,0.12,87.0,72.0,91.0
196,1970-07-16,0.0,91.0,70.0,90.0
197,1970-07-17,0.0,90.0,72.0,93.0
198,1970-07-18,0.0,93.0,71.0,92.0
199,1970-07-19,0.0,92.0,72.0,92.0
200,1970-07-20,0.0,92.0,69.0,86.0
201,1970-07-21,0.1,86.0,71.0,85.0
202,1970-07-22,0.0,85.0,68.0,88.0
203,1970-07-23,0.0,88.0,64.0,91.0
204,1970-07-24,0.0,91.0,70.0,89.0
205,1970-07-25,0.26,89.0,69.0,89.0
206,1970-07-26,0.0,89.0,71.0,88.0
207,1970-07-27,0.05,88.0,72.0,92.0
208,1970-07-28,0.0,92.0,72.0,92.0
209,1970-07-29,0.0,92.0,70.0,94.0
210,1970-07-30,0.0,94.0,69.0,94.0
211,1970-07-31,0.0,94.0,70.0,95.0
212,1970-08-01,0.0,95.0,70.0,97.0
213,1970-08-02,0.0,97.0,72.0,90.0
214,1970-08-03,0.16,90.0,77.0,92.0
215,1970-08-04,0.07,92.0,77.0,94.0
216,1970-08-05,0.0,94.0,72.0,94.0
217,1970-08-06,0.0,94.0,72.0,95.0
218,1970-08-07,0.0,95.0,74.0,95.0
219,1970-08-08,0.0,95.0,75.0,95.0
220,1970-08-09,0.0,95.0,73.0,97.0
221,1970-08-10,0.0,97.0,70.0,98.0
222,1970-08-11,0.94,98.0,74.0,94.0
223,1970-08-12,0.0,94.0,72.0,93.0
224,1970-08-13,0.0,93.0,73.0,92.0
225,1970-08-14,0.0,92.0,72.0,92.0
226,1970-08-15,0.0,92.0,72.0,96.0
227,1970-08-16,0.0,96.0,73.0,96.0
228,1970-08-17,0.0,96.0,73.0,97.0
229,1970-08-18,0.0,97.0,73.0,98.0
230,1970-08-19,0.0,98.0,74.0,95.0
231,1970-08-20,0.0,95.0,74.0,98.0
232,1970-08-21,0.0,98.0,76.0,97.0
233,1970-08-22,0.0,97.0,73.0,98.0
234,1970-08-23,0.46,98.0,74.0,90.0
235,1970-08-24,0.05,90.0,74.0,92.0
236,1970-08-25,0.01,92.0,72.0,90.0
237,1970-08-26,0.0,90.0,64.0,91.0
238,1970-08-27,0.0,91.0,62.0,95.0
239,1970-08-28,0.0,95.0,67.0,88.0
240,1970-08-29,0.0,88.0,69.0,89.0
241,1970-08-30,0.34,89.0,73.0,91.0
242,1970-08-31,0.0,91.0,73.0,78.0
243,1970-09-01,1.53,78.0,73.0,88.0
244,1970-09-02,0.29,88.0,74.0,93.0
245,1970-09-03,0.0,93.0,78.0,93.0
246,1970-09-04,0.0,93.0,77.0,92.0
247,1970-09-05,0.0,92.0,74.0,93.0
248,1970-09-06,0.0,93.0,76.0,93.0
249,1970-09-07,0.0,93.0,73.0,93.0
250,1970-09-08,0.0,93.0,70.0,91.0
251,1970-09-09,0.0,91.0,70.0,93.0
252,1970-09-10,0.0,93.0,74.0,90.0
253,1970-09-11,0.0,90.0,74.0,82.0
254,1970-09-12,0.8,82.0,74.0,91.0
255,1970-09-13,0.0,91.0,74.0,91.0
256,1970-09-14,0.0,91.0,74.0,90.0
257,1970-09-15,0.4,90.0,72.0,89.0
258,1970-09-16,0.94,89.0,75.0,89.0
259,1970-09-17,0.01,89.0,73.0,92.0
260,1970-09-18,0.0,92.0,70.0,92.0
261,1970-09-19,0.0,92.0,71.0,87.0
262,1970-09-20,0.12,87.0,74.0,89.0
263,1970-09-21,0.6,89.0,74.0,91.0
264,1970-09-22,0.0,91.0,74.0,77.0
265,1970-09-23,0.69,77.0,67.0,86.0
266,1970-09-24,0.0,86.0,66.0,84.0
267,1970-09-25,0.84,84.0,71.0,77.0
268,1970-09-26,0.0,77.0,65.0,72.0
269,1970-09-27,0.0,72.0,63.0,79.0
270,1970-09-28,0.0,79.0,55.0,81.0
271,1970-09-29,0.0,81.0,55.0,82.0
272,1970-09-30,0.0,82.0,54.0,85.0
273,1970-10-01,0.0,85.0,57.0,86.0
274,1970-10-02,0.0,86.0,59.0,88.0
275,1970-10-03,0.0,88.0,63.0,89.0
276,1970-10-04,0.0,89.0,65.0,82.0
277,1970-10-05,0.07,82.0,70.0,86.0
278,1970-10-06,0.02,86.0,71.0,87.0
279,1970-10-07,0.0,87.0,70.0,88.0
280,1970-10-08,0.7,88.0,53.0,69.0
281,1970-10-09,0.0,69.0,45.0,65.0
282,1970-10-10,0.0,65.0,44.0,69.0
283,1970-10-11,2.82,69.0,58.0,71.0
284,1970-10-12,0.05,71.0,59.0,78.0
285,1970-10-13,0.0,78.0,55.0,80.0
286,1970-10-14,0.0,80.0,51.0,74.0
287,1970-10-15,0.0,74.0,55.0,70.0
288,1970-10-16,0.0,70.0,50.0,68.0
289,1970-10-17,0.0,68.0,47.0,72.0
290,1970-10-18,0.0,72.0,53.0,73.0
291,1970-10-19,0.38,73.0,51.0,76.0
292,1970-10-20,0.0,76.0,48.0,78.0
293,1970-10-21,0.0,78.0,53.0,80.0
294,1970-10-22,0.27,80.0,64.0,73.0
295,1970-10-23,3.79,73.0,63.0,82.0
296,1970-10-24,0.0,82.0,58.0,86.0
297,1970-10-25,0.0,86.0,60.0,86.0
298,1970-10-26,0.0,86.0,74.0,88.0
299,1970-10-27,0.87,88.0,56.0,67.0
300,1970-10-28,0.12,67.0,46.0,70.0
301,1970-10-29,0.0,70.0,41.0,72.0
302,1970-10-30,0.0,72.0,39.0,75.0
303,1970-10-31,0.0,75.0,41.0,78.0
304,1970-11-01,0.0,78.0,47.0,63.0
305,1970-11-02,0.0,63.0,42.0,60.0
306,1970-11-03,0.0,60.0,39.0,57.0
307,1970-11-04,0.0,57.0,35.0,66.0
308,1970-11-05,0.0,66.0,35.0,72.0
309,1970-11-06,0.0,72.0,37.0,79.0
310,1970-11-07,0.0,79.0,47.0,79.0
311,1970-11-08,0.13,79.0,59.0,72.0
312,1970-11-09,0.9,72.0,46.0,72.0
313,1970-11-10,0.0,72.0,39.0,76.0
314,1970-11-11,0.0,76.0,42.0,66.0
315,1970-11-12,0.0,66.0,41.0,67.0
316,1970-11-13,0.51,67.0,42.0,54.0
317,1970-11-14,0.0,54.0,46.0,50.0
318,1970-11-15,0.0,50.0,30.0,61.0
319,1970-11-16,0.0,61.0,25.0,75.0
320,1970-11-17,0.0,75.0,39.0,73.0
321,1970-11-18,0.0,73.0,38.0,80.0
322,1970-11-19,0.0,80.0,51.0,72.0
323,1970-11-20,0.0,72.0,42.0,78.0
324,1970-11-21,0.0,78.0,37.0,79.0
325,1970-11-22,0.0,79.0,51.0,53.0
326,1970-11-23,0.0,53.0,35.0,48.0
327,1970-11-24,0.0,48.0,26.0,67.0
328,1970-11-25,0.0,67.0,32.0,80.0
329,1970-11-26,0.0,80.0,65.0,79.0
330,1970-11-27,0.0,79.0,65.0,81.0
331,1970-11-28,0.0,81.0,65.0,79.0
332,1970-11-29,0.0,79.0,63.0,78.0
333,1970-11-30,0.0,78.0,60.0,82.0
334,1970-12-01,0.0,82.0,64.0,81.0
335,1970-12-02,0.0,81.0,67.0,82.0
336,1970-12-03,0.0,82.0,65.0,77.0
337,1970-12-04,0.0,77.0,61.0,81.0
338,1970-12-05,0.0,81.0,60.0,68.0
339,1970-12-06,0.0,68.0,54.0,65.0
340,1970-12-07,0.0,65.0,40.0,74.0
341,1970-12-08,0.0,74.0,43.0,78.0
342,1970-12-09,0.0,78.0,60.0,78.0
343,1970-12-10,0.0,78.0,58.0,69.0
344,1970-12-11,0.0,69.0,38.0,61.0
345,1970-12-12,0.0,61.0,31.0,55.0
346,1970-12-13,0.02,55.0,40.0,61.0
347,1970-12-14,0.0,61.0,37.0,66.0
348,1970-12-15,0.03,66.0,53.0,65.0
349,1970-12-16,0.0,65.0,36.0,69.0
350,1970-12-17,0.0,69.0,32.0,75.0
351,1970-12-18,0.0,75.0,50.0,78.0
352,1970-12-19,0.03,78.0,66.0,76.0
353,1970-12-20,0.03,76.0,55.0,81.0
354,1970-12-21,0.0,81.0,65.0,81.0
355,1970-12-22,0.0,81.0,68.0,74.0
356,1970-12-23,0.0,74.0,49.0,64.0
357,1970-12-24,0.0,64.0,34.0,65.0
358,1970-12-25,0.0,65.0,39.0,60.0
359,1970-12-26,0.0,60.0,30.0,72.0
360,1970-12-27,0.0,72.0,37.0,79.0
361,1970-12-28,0.0,79.0,60.0,78.0
362,1970-12-29,0.0,78.0,56.0,60.0
363,1970-12-30,0.53,60.0,44.0,63.0
364,1970-12-31,0.0,63.0,39.0,65.0
365,1971-01-01,0.0,65.0,40.0,72.0
366,1971-01-02,0.0,72.0,50.0,78.0
367,1971-01-03,0.25,78.0,51.0,51.0
368,1971-01-04,0.0,51.0,34.0,43.0
369,1971-01-05,0.0,43.0,28.0,38.0
370,1971-01-06,0.0,38.0,32.0,36.0
371,1971-01-07,0.08,36.0,29.0,37.0
372,1971-01-08,0.0,37.0,28.0,64.0
373,1971-01-09,0.0,64.0,29.0,77.0
374,1971-01-10,0.03,77.0,49.0,77.0
375,1971-01-11,0.0,77.0,52.0,74.0
376,1971-01-12,0.0,74.0,58.0,78.0
377,1971-01-13,0.0,78.0,66.0,82.0
378,1971-01-14,0.0,82.0,62.0,70.0
379,1971-01-15,0.0,70.0,44.0,65.0
380,1971-01-16,0.0,65.0,34.0,74.0
381,1971-01-17,0.0,74.0,44.0,71.0
382,1971-01-18,0.0,71.0,43.0,51.0
383,1971-01-19,0.0,51.0,31.0,59.0
384,1971-01-20,0.0,59.0,29.0,75.0
385,1971-01-21,0.0,75.0,46.0,78.0
386,1971-01-22,0.0,78.0,63.0,79.0
387,1971-01-23,0.0,79.0,62.0,82.0
388,1971-01-24,0.0,82.0,63.0,81.0
389,1971-01-25,0.0,81.0,56.0,79.0
390,1971-01-26,0.0,79.0,42.0,63.0
391,1971-01-27,0.0,63.0,40.0,74.0
392,1971-01-28,0.0,74.0,37.0,80.0
393,1971-01-29,0.0,80.0,52.0,82.0
394,1971-01-30,0.0,82.0,64.0,71.0
395,1971-01-31,0.0,71.0,48.0,48.0
396,1971-02-01,0.0,48.0,44.0,53.0
397,1971-02-02,0.0,53.0,41.0,78.0
398,1971-02-03,0.0,78.0,53.0,78.0
399,1971-02-04,0.02,78.0,49.0,66.0
400,1971-02-05,0.0,66.0,34.0,72.0
401,1971-02-06,0.71,72.0,40.0,53.0
402,1971-02-07,0.0,53.0,34.0,48.0
403,1971-02-08,0.0,48.0,25.0,50.0
404,1971-02-09,0.0,50.0,25.0,63.0
405,1971-02-10,0.0,63.0,25.0,71.0
406,1971-02-11,0.01,71.0,48.0,68.0
407,1971-02-12,0.0,68.0,47.0,60.0
408,1971-02-13,0.0,60.0,33.0,74.0
409,1971-02-14,0.0,74.0,32.0,78.0
410,1971-02-15,0.0,78.0,50.0,80.0
411,1971-02-16,0.0,80.0,54.0,76.0
412,1971-02-17,0.0,76.0,60.0,78.0
413,1971-02-18,0.0,78.0,65.0,75.0
414,1971-02-19,0.05,75.0,53.0,71.0
415,1971-02-20,0.0,71.0,55.0,74.0
416,1971-02-21,0.02,74.0,40.0,58.0
417,1971-02-22,0.0,58.0,30.0,68.0
418,1971-02-23,0.0,68.0,28.0,70.0
419,1971-02-24,0.0,70.0,45.0,71.0
420,1971-02-25,0.95,71.0,52.0,80.0
421,1971-02-26,0.35,80.0,59.0,75.0
422,1971-02-27,0.0,75.0,47.0,72.0
423,1971-02-28,0.0,72.0,42.0,65.0
424,1971-03-01,0.14,65.0,60.0,64.0
425,1971-03-02,0.03,64.0,40.0,52.0
426,1971-03-03,0.0,52.0,29.0,60.0
427,1971-03-04,0.0,60.0,25.0,74.0
428,1971-03-05,0.0,74.0,48.0,68.0
429,1971-03-06,0.0,68.0,40.0,60.0
430,1971-03-07,0.0,60.0,30.0,66.0
431,1971-03-08,0.0,66.0,27.0,73.0
432,1971-03-09,0.5,73.0,45.0,67.0
433,1971-03-10,0.0,67.0,38.0,79.0
434,1971-03-11,0.03,79.0,52.0,84.0
435,1971-03-12,0.0,84.0,66.0,84.0
436,1971-03-13,0.0,84.0,65.0,84.0
437,1971-03-14,0.0,84.0,67.0,79.0
438,1971-03-15,0.0,79.0,48.0,82.0
439,1971-03-16,0.0,82.0,41.0,75.0
440,1971-03-17,0.0,75.0,51.0,74.0
441,1971-03-18,0.51,74.0,57.0,64.0
442,1971-03-19,0.0,64.0,35.0,69.0
443,1971-03-20,0.0,69.0,32.0,69.0
444,1971-03-21,0.0,69.0,42.0,88.0
445,1971-03-22,0.0,88.0,64.0,66.0
446,1971-03-23,0.0,66.0,56.0,59.0
447,1971-03-24,0.0,59.0,52.0,81.0
448,1971-03-25,0.0,81.0,48.0,73.0
449,1971-03-26,0.0,73.0,45.0,71.0
450,1971-03-27,0.0,71.0,47.0,82.0
451,1971-03-28,0.0,82.0,68.0,79.0
452,1971-03-29,0.0,79.0,52.0,72.0
453,1971-03-30,0.0,72.0,35.0,75.0
454,1971-03-31,0.0,75.0,41.0,73.0
455,1971-04-01,0.04,73.0,55.0,72.0
456,1971-04-02,0.0,72.0,42.0,70.0
457,1971-04-03,0.0,70.0,33.0,73.0
458,1971-04-04,0.0,73.0,47.0,72.0
459,1971-04-05,0.0,72.0,48.0,65.0
460,1971-04-06,0.0,65.0,38.0,72.0
461,1971-04-07,0.0,72.0,32.0,77.0
462,1971-04-08,0.0,77.0,35.0,77.0
463,1971-04-09,0.0,77.0,49.0,77.0
464,1971-04-10,0.0,77.0,47.0,80.0
465,1971-04-11,0.0,80.0,52.0,81.0
466,1971-04-12,0.0,81.0,54.0,83.0
467,1971-04-13,0.0,83.0,59.0,83.0
468,1971-04-14,0.0,83.0,55.0,81.0
469,1971-04-15,0.0,81.0,48.0,74.0
470,1971-04-16,1.82,74.0,59.0,74.0
471,1971-04-17,0.28,74.0,60.0,83.0
472,1971-04-18,0.0,83.0,64.0,81.0
473,1971-04-19,0.0,81.0,71.0,73.0
474,1971-04-20,0.0,73.0,59.0,85.0
475,1971-04-21,0.0,85.0,60.0,83.0
476,1971-04-22,0.0,83.0,70.0,85.0
477,1971-04-23,0.0,85.0,61.0,83.0
478,1971-04-24,0.0,83.0,52.0,81.0
479,1971-04-25,0.0,81.0,57.0,86.0
480,1971-04-26,0.0,86.0,70.0,85.0
481,1971-04-27,0.0,85.0,70.0,84.0
482,1971-04-28,0.0,84.0,68.0,83.0
483,1971-04-29,0.0,83.0,69.0,79.0
484,1971-04-30,0.0,79.0,58.0,81.0
485,1971-05-01,0.0,81.0,51.0,86.0
486,1971-05-02,0.0,86.0,53.0,87.0
487,1971-05-03,0.0,87.0,55.0,82.0
488,1971-05-04,0.0,82.0,58.0,84.0
489,1971-05-05,0.0,84.0,71.0,79.0
490,1971-05-06,0.0,79.0,72.0,86.0
491,1971-05-07,0.0,86.0,73.0,81.0
492,1971-05-08,0.05,81.0,72.0,82.0
493,1971-05-09,0.15,82.0,69.0,89.0
494,1971-05-10,0.56,89.0,66.0,75.0
495,1971-05-11,1.34,75.0,63.0,72.0
496,1971-05-12,0.0,72.0,58.0,75.0
497,1971-05-13,0.0,75.0,52.0,79.0
498,1971-05-14,0.0,79.0,47.0,83.0
499,1971-05-15,0.0,83.0,51.0,85.0
500,1971-05-16,0.0,85.0,58.0,83.0
501,1971-05-17,0.0,83.0,58.0,86.0
502,1971-05-18,0.0,86.0,66.0,85.0
503,1971-05-19,0.0,85.0,71.0,83.0
504,1971-05-20,0.0,83.0,68.0,89.0
505,1971-05-21,0.0,89.0,67.0,85.0
506,1971-05-22,0.0,85.0,72.0,85.0
507,1971-05-23,0.0,85.0,73.0,81.0
508,1971-05-24,1.17,81.0,65.0,87.0
509,1971-05-25,0.0,87.0,69.0,87.0
510,1971-05-26,0.0,87.0,69.0,89.0
511,1971-05-27,0.0,89.0,70.0,90.0
512,1971-05-28,0.14,90.0,69.0,85.0
513,1971-05-29,0.0,85.0,69.0,88.0
514,1971-05-30,0.0,88.0,69.0,89.0
515,1971-05-31,0.0,89.0,71.0,89.0
516,1971-06-01,0.0,89.0,70.0,89.0
517,1971-06-02,0.0,89.0,70.0,87.0
518,1971-06-03,0.0,87.0,67.0,89.0
519,1971-06-04,0.0,89.0,67.0,90.0
520,1971-06-05,0.0,90.0,63.0,90.0
521,1971-06-06,0.0,90.0,63.0,92.0
522,1971-06-07,0.0,92.0,65.0,92.0
523,1971-06-08,0.0,92.0,67.0,93.0
524,1971-06-09,0.0,93.0,68.0,92.0
525,1971-06-10,0.2,92.0,70.0,92.0
526,1971-06-11,0.0,92.0,72.0,94.0
527,1971-06-12,0.0,94.0,72.0,95.0
528,1971-06-13,0.0,95.0,65.0,94.0
529,1971-06-14,0.0,94.0,68.0,97.0
530,1971-06-15,0.9,97.0,71.0,94.0
531,1971-06-16,0.12,94.0,73.0,93.0
532,1971-06-17,0.0,93.0,71.0,86.0
533,1971-06-18,0.05,86.0,71.0,87.0
534,1971-06-19,0.02,87.0,71.0,82.0
535,1971-06-20,0.02,82.0,71.0,90.0
536,1971-06-21,0.0,90.0,71.0,92.0
537,1971-06-22,1.0,92.0,69.0,92.0
538,1971-06-23,0.0,92.0,69.0,92.0
539,1971-06-24,0.0,92.0,70.0,92.0
540,1971-06-25,0.0,92.0,70.0,89.0
541,1971-06-26,0.04,89.0,70.0,89.0
542,1971-06-27,0.07,89.0,71.0,90.0
543,1971-06-28,0.0,90.0,73.0,93.0
544,1971-06-29,0.0,93.0,75.0,94.0
545,1971-06-30,0.0,94.0,73.0,94.0
546,1971-07-01,0.0,94.0,70.0,97.0
547,1971-07-02,0.0,97.0,72.0,96.0
548,1971-07-03,0.0,96.0,71.0,96.0
549,1971-07-04,0.0,96.0,71.0,97.0
550,1971-07-05,0.0,97.0,70.0,98.0
551,1971-07-06,0.0,98.0,70.0,100.0
552,1971-07-07,0.0,100.0,73.0,93.0
553,1971-07-08,0.0,93.0,74.0,98.0
554,1971-07-09,0.0,98.0,72.0,91.0
555,1971-07-10,0.06,91.0,74.0,97.0
556,1971-07-11,0.0,97.0,72.0,96.0
557,1971-07-12,0.0,96.0,68.0,98.0
